x1,x2,y
-1.1968205,4.3133783,6.185626
0.28986192,-0.98503304,1.4862686
-0.6358391,3.662571,2.0663846
-1.1193697,-2.20185,1.2707045
0.22066927,-3.0320442,1.4730997
-0.31733227,-0.23347187,1.4989004
0.6527374,-3.0541623,1.3276544
-1.4471929,2.8003254,5.874791
-0.11612499,4.225813,1.5170243
-0.09432697,-2.3342018,1.4994992
-0.31448758,0.32809925,1.51138
0.046708703,-0.5629349,1.5038046
-0.64212227,-3.265967,1.3244498
-0.79340583,-4.2736063,1.271968
-1.4219145,-1.3267307,1.2721162
-0.09585619,-1.9102061,1.5002035
-1.4543742,-3.790505,1.2528571
0.5097337,4.0004272,1.8449194
0.64151454,-0.3123908,1.4769024
-0.8552472,1.9176674,2.0236719
-1.4828243,-0.36400318,1.3735049
-1.1921885,1.7245398,2.7147765
-0.6129359,3.623808,2.001719
-0.8299166,-4.886898,1.2625805
1.0690675,-1.8587208,1.286339
0.51667094,1.2789292,1.590648
-0.5798333,0.94867325,1.5842601
-1.1701672,-0.9778557,1.3249815
1.19034,2.3626242,3.463706
-0.9224637,2.2906075,2.3535483
0.87004733,0.640295,1.6338719
-0.30899477,4.58315,1.6191839
-1.0178566,1.0741687,1.8784094
1.4418554,-3.2490964,1.2530959
0.6907797,-4.077649,1.2927742
0.78004694,-0.88635826,1.4068667
-0.7351098,-4.915252,1.272627
-0.100218296,-3.360554,1.4966747
0.09925139,3.1174955,1.5109837
1.1779199,-0.88128185,1.3335295
0.7342491,3.867465,2.4462411
0.40622902,-1.2160122,1.4628348
-1.4571416,-4.599925,1.2527794
-0.67432845,3.6110144,2.1593463
-0.18060136,-1.9963212,1.4899697
0.27740407,-2.7017999,1.4614664
1.2641017,4.840828,7.736945
0.61689425,0.13350677,1.515593
0.036014795,4.327388,1.5053275
0.3326795,-2.430489,1.450242
0.8998742,1.2128682,1.8197292
-0.8034659,4.6652966,3.1706207
0.7258048,-0.93529415,1.4136592
-1.1885865,-0.79717207,1.3413662
1.158721,-0.55316687,1.3802328
-0.4211042,4.698044,1.7579329
-0.18918896,1.7942238,1.5187091
-0.18535829,-1.1098142,1.4957287
0.33037913,-3.8985467,1.4239333
-0.7921652,-2.0693076,1.3278517
1.2733488,-4.059638,1.2531585
-0.38807535,-4.847038,1.3817643
0.3432995,-2.0548563,1.4551017
0.8966179,-2.523818,1.2896383
-0.024351954,-0.71023226,1.5039839
0.49001217,-2.4460185,1.4001518
-1.0089912,-3.7319827,1.2591381
0.7815051,-3.6422973,1.2831862
0.8023946,3.0979614,2.3840854
0.68887544,2.2151847,1.8502051
1.4016354,-0.50570583,1.3533264
-0.98836917,0.36365938,1.5946361
1.4299822,-2.5977492,1.2541711
-0.056769848,2.845921,1.5061228
1.4944067,0.8270836,2.286589
1.2791948,0.59522104,1.8162038
0.11994958,-0.5686455,1.5022651
-0.8671528,0.9820423,1.7214605
-0.32694983,0.9799428,1.5283223
0.52176833,2.8769379,1.7384496
-0.18215156,3.9380531,1.5346242
0.7448807,4.5458784,2.7698863
-0.6659242,1.136549,1.6400337
1.4828589,1.4398379,3.3036892
-0.25763547,-2.3123276,1.4719479
1.322278,1.3173156,2.60316
0.7764709,-4.853807,1.2679583
1.4341896,4.487632,9.230952
0.43777478,3.4746132,1.6949251
1.4014912,1.2107916,2.6592503
-1.0616376,-2.5908117,1.2680545
-1.3476752,3.1954212,5.814118
-0.8018816,-3.466074,1.2830607
-0.30145144,3.3361797,1.5798326
-0.63971454,-2.0817745,1.3677711
0.16279364,-4.3731313,1.4794587
0.0012742281,-0.11677837,1.5040774
0.23096073,4.111717,1.5571426
-1.3364134,-4.742669,1.2528229
1.3189411,4.3453236,7.560972
-0.82396424,1.9627519,1.9865971
1.0959289,-1.8557649,1.2830561
0.69601345,3.5871973,2.2175295
0.6491382,2.2900648,1.8123392
-0.2039026,-3.2063313,1.4759513
-1.2592496,0.5040641,1.7446647
0.18479228,-1.8221087,1.490581
0.5207577,3.372365,1.7910331
-0.60042715,1.1015248,1.6069398
-1.1963704,-3.0870843,1.2562003
-0.5104092,-2.7599306,1.3830978
0.27885675,-1.2858076,1.4827062
-0.34709167,4.1398926,1.6383463
0.9012041,-1.650403,1.3248814
0.510736,4.631321,1.9238211
-0.824012,1.7063451,1.8999372
1.4538128,-4.1042895,1.2528118
0.15165901,-4.8944683,1.480133
-1.1923776,-3.4583735,1.2548525
-1.4753748,2.3290844,5.0915446
0.6466408,-4.4097905,1.2969698
0.19882917,2.7515674,1.5292934
-0.32362342,-2.6796293,1.4481647
-0.50105345,-4.1850643,1.3479952
0.6664829,0.6307454,1.5734715
0.17130327,0.7724724,1.5091593
-0.6726317,0.5764675,1.568196
-0.42341316,-1.3440914,1.455323
-1.2387786,-2.5553286,1.2584083
-1.3972845,4.2934723,8.383392
1.3805506,4.033124,7.6884165
0.6609254,-0.52754784,1.4572607
-0.8602406,3.3186111,2.7183943
0.82017756,-1.479876,1.3531353
-0.9494201,-3.2897134,1.2673821
-1.4472241,1.4629035,3.215382
-0.14837313,3.814701,1.5233583
-0.3642099,-3.5391898,1.4171469
-1.4580781,0.109521866,1.5607061
0.3715284,0.28320217,1.5128974
0.3463199,1.0929251,1.5347278
1.4729738,-4.585214,1.2527766
-0.31225383,-3.9384031,1.4305812
-0.7681736,1.3449073,1.7424608
0.4951905,-4.7264557,1.3386267
-1.2796715,2.6915655,4.4493594
1.2123289,3.061637,4.5379663
-1.4022822,-4.382935,1.2528147
-1.2896338,-3.6882317,1.2533821
-0.6057903,3.9449959,2.0481443
0.5481949,-2.3888664,1.383234
-0.5181951,1.3993368,1.6006182
0.13421965,-0.8673377,1.5006262
1.3557839,-2.226088,1.2575252
0.8494699,-4.899161,1.2610576
-0.78918153,0.10321379,1.5187237
-0.74491525,1.6440868,1.7900994
-0.8090522,-3.0418468,1.2910346
0.48210144,-3.764199,1.3653034
1.2148299,-1.099648,1.3076112
0.6250138,-1.6738117,1.3912903
0.3728361,-4.3801303,1.397226
0.19001865,2.0155835,1.5207139
0.51600385,-2.34717,1.3950768
-1.225064,-4.356821,1.2531762
0.066031456,3.0810852,1.5070783
-0.9865878,1.5912399,2.104868
0.4419031,-2.9951537,1.4004852
0.8075521,-4.241612,1.2705764
-0.92949575,-1.8387861,1.309468
-0.65020806,0.6944423,1.5771695
0.56935716,-4.398576,1.3191653
-1.2202497,3.784834,5.6480646
-0.5165827,-1.2103498,1.4407779
-0.88670915,-0.6746216,1.4081429
-0.86862284,-3.2437496,1.2771813
-0.77690005,-4.092746,1.2766362
-1.4217378,3.3363829,6.7480736
-0.06354427,-1.0021777,1.5031796
-0.05197656,-3.2195754,1.502151
0.95175076,1.5635567,2.0310266
-1.1691002,2.0047812,2.943856
-1.1259675,1.015944,1.9636923
0.9713979,1.5956535,2.0803437
1.1498241,1.5777216,2.4468434
0.7789135,-1.8039851,1.3440939
-0.9939353,-4.3433995,1.2566676
-0.9467713,-3.9105499,1.2613084
-1.1430478,-0.6810045,1.363729
0.90695477,1.7437992,2.0408423
1.1038346,-3.9440238,1.2550985
-0.46500564,-4.4573956,1.356204
-0.4154402,-0.22357464,1.4956303
1.069819,3.6022959,4.178017
-0.7539634,-1.494432,1.368033
0.9110656,4.5934,3.8871744
-1.1914129,2.086019,3.127544
-0.42219043,2.4269905,1.6176554
-1.4780538,3.2892075,7.188391
0.67552614,3.9990883,2.2723668
0.2357781,-2.9915774,1.469437
0.44044423,3.5910635,1.7060176
-0.29203176,-2.9226243,1.4538095
-0.92055863,-3.337541,1.269511
0.9777386,-0.097203255,1.484161
-1.0013516,-3.1559463,1.2647581
-1.4008209,3.7177982,7.2978044
0.9141221,0.3748026,1.5826389
-1.4365299,-3.387847,1.2530258
-0.7188424,-3.4246583,1.3002992
0.042687893,-4.784364,1.5021466
-1.0180795,3.4488115,3.6682158
0.9978647,-1.1349368,1.3410361
-0.123897314,-1.5244226,1.4989244
-1.3103099,-0.40153265,1.3867639
0.46467698,-0.89862585,1.464095
-0.021669745,-4.182743,1.5036412
-0.72441906,3.9645615,2.4431074
-0.44579935,0.27254486,1.51637
1.2659392,4.955209,7.9424725
0.19674718,3.3440056,1.5343255
0.22576022,-1.5788555,1.4867463
-0.2560283,2.3224301,1.5399668
1.3699234,4.0853024,7.6684833
0.031460285,-2.4064822,1.5035486
0.578212,3.1275148,1.8476924
-1.4337878,1.8720918,3.9204845
0.9090476,0.8903036,1.7204388
0.48454177,-0.24825954,1.4914153
-1.4119408,-4.260571,1.2528214
0.02711296,-4.191017,1.5033937
1.1287112,0.9476633,1.9234433
-1.1560171,1.6454291,2.5269432
0.29322553,-0.880764,1.4877373
1.4907441,-2.1434026,1.2551992
-0.97462,-3.0536687,1.2683518
-0.77554125,3.3900986,2.4144037
1.2844603,-3.2169378,1.2541776
-1.0556805,2.048655,2.5883274
0.0583508,4.375805,1.5074074
1.2974539,4.854946,8.1737385
0.17174101,-0.37040043,1.5016599
0.553736,4.4214573,1.9987146
-1.2454648,-4.7987585,1.2529302
1.1078174,-4.4873,1.2539217
-1.3300202,-4.955863,1.2528075
-0.46266246,-3.0079997,1.392587
-0.33851385,2.5563054,1.5769871
-0.86247164,4.2964153,3.3297958
-0.12371278,-4.907434,1.4878676
-0.92848545,-1.1475058,1.353734
-0.40938783,4.889057,1.7525219
0.016321063,-1.3123255,1.5039997
-0.8981064,0.81413555,1.6916399
-0.4030906,2.5521603,1.6122113
1.1314912,-0.9749131,1.3315831
1.3869319,-1.3425004,1.2741307
-1.3673153,3.7071133,6.9340525
0.049408197,-0.7268276,1.5036833
1.4322808,4.0305605,8.269303
-0.76729023,1.9818726,1.9038503
-0.94295347,4.330304,3.922151
-1.2219243,-0.37031698,1.4049364
-1.4762259,4.578045,9.976834
-0.76733977,-4.9482327,1.268153
0.46455956,-0.45853043,1.4829175
0.82494354,-3.3276014,1.2820104
-0.5920036,-1.3496101,1.4166132
0.8066447,-0.19543123,1.4771835
0.66412115,-4.797554,1.2866158
0.87645125,3.0105486,2.6101203
-0.85480016,-4.488525,1.2634598
-1.2847154,-4.79878,1.2528667
0.20422673,0.29701948,1.5068437
-1.2314014,-3.562374,1.2540503
1.2438006,-0.5207658,1.372905
-0.9014561,-3.4163423,1.2703993
-0.38146544,4.7323084,1.7031064
1.4136829,-0.9847779,1.2919081
1.4625101,4.863349,10.402497
0.8845463,2.6399608,2.4327133
1.345254,-1.0977936,1.2912002
-0.68000615,0.86953735,1.6084241
-0.24143124,-2.4367619,1.4742112
-1.3933272,2.4577045,4.8005033
0.37400222,1.4626842,1.5532972
-1.328007,-0.06432152,1.4799577
0.015573502,4.979104,1.5043459
0.0050008297,-0.480299,1.5040747
0.89085126,4.7618256,3.8559794
0.58251166,3.4517994,1.9059906
-1.2438737,0.84797573,1.9759705
-0.95855784,-3.3429432,1.265918
-0.77237463,0.06551218,1.5128952
-1.4396149,4.0691376,8.434011
-0.29576206,4.673897,1.6104546
-0.45135677,-1.1284571,1.4573629
-0.39204073,2.2759314,1.5930618
1.0077896,-4.921065,1.25469
1.2150829,-4.8205166,1.2529947
0.8017223,-0.060139656,1.4956156
0.13032568,-1.354322,1.4990112
1.4719796,4.036557,8.746662
1.3288741,-3.5879846,1.253269
0.5545356,-3.40932,1.3482026
0.84578013,1.2585583,1.7851286
-0.7371234,4.187421,2.5825055
-1.2661402,1.5412474,2.729929
1.1824608,-4.4092636,1.2533633
0.54315686,3.6573563,1.862794
1.0321143,4.17111,4.483641
-0.9102148,-0.417109,1.4369438
-0.962127,4.1775665,3.937783
0.069467425,3.8764038,1.5082648
-1.0109487,0.6298518,1.6870557
1.0778351,2.4632983,3.0440915
1.2679002,-1.5275459,1.2769839
0.2578678,2.9952912,1.5518924
-1.1366115,-3.5705967,1.2555944
0.19801092,2.7677078,1.5292304
0.052948475,3.7784014,1.5064411
-0.6371421,-1.0043364,1.4267575
1.263171,-3.0187666,1.2550726
-0.40683997,-2.9818845,1.4135327
-0.26159286,-4.6257997,1.4418854
-0.47325575,1.7077208,1.6025977
1.4651496,-0.54612875,1.337534
-1.4322801,-1.4280801,1.2679101
1.2475839,4.597002,7.1578045
0.75380254,1.0369959,1.6682006
-1.0180433,3.358345,3.5829678
-0.818953,-3.2859044,1.2838137
-1.2229861,4.053959,6.071595
-0.9961336,-1.8968022,1.2953463
-0.86335444,3.206974,2.6684806
1.1563663,1.582449,2.4679368
-1.2469672,-0.96456146,1.3145754
-1.466567,-0.21325779,1.4187902
1.1778729,3.6018276,5.0204954
0.7504618,-2.075988,1.3377922
-0.9578701,0.7825365,1.7138531
-1.163826,4.641655,6.293569
1.06637,2.4019332,2.9367008
-0.44713283,-0.977931,1.4638133
0.6034334,-2.409687,1.365031
1.2963307,4.3179646,7.258691
1.052464,4.0464697,4.521012
1.2293305,-3.8472943,1.2536154
0.08970904,1.7526255,1.507229
-0.28701878,3.7101688,1.5805234
0.45823932,3.9906816,1.7598705
-0.8555766,-4.5477943,1.2629474
0.560168,-4.049638,1.3298899
-0.8380122,-2.2676861,1.3092549
1.4287848,-1.8093002,1.2598474
-0.78843194,-2.7769768,1.3023562
-0.99793786,4.913188,4.918854
-0.26701164,1.3390598,1.5260941
1.367027,1.6648912,3.2561686
-0.46730983,-0.9525986,1.4614449
-0.7303115,1.6247435,1.77134
-1.3959615,2.0807266,4.1136503
0.30854797,-1.5528889,1.4730616
1.4607337,0.5874324,1.9462435
-0.59516877,2.042894,1.7159464
1.2784534,1.642478,2.8987482
-0.60114884,-3.9464478,1.3191465
-0.6741058,4.2168255,2.3316696
0.52744293,-0.8123522,1.4580855
-0.34692836,-1.7267311,1.4614822
-1.1843097,1.9456911,2.9347954
-0.14285624,-3.5381908,1.4884759
0.9228883,-4.9611683,1.2569307
-0.33528614,1.0046716,1.530301
-1.0697501,-3.727686,1.2567664
0.38647878,2.586279,1.6037273
0.6221442,0.8362627,1.5855988
1.224489,-1.2726033,1.294278
-1.3423455,-0.49491405,1.3635182
-0.2934811,4.7704773,1.6110675
0.38844085,-1.7525105,1.4510618
1.0879452,-3.0481029,1.2604791
-1.3943615,-3.0034523,1.2535942
-1.1161999,-2.3233426,1.2684444
-0.729244,0.511981,1.5713085
0.82454133,-1.7454243,1.3363789
0.37300682,-2.3750014,1.4395045
0.5216856,-0.57459545,1.4713784
0.4473443,-1.1193287,1.4584564
-0.7632669,-2.424467,1.320034
-0.796043,1.0488586,1.6944776
-0.6344939,-2.6454282,1.3467026
-0.80517894,-0.67081165,1.4224653
-0.1436187,1.9964223,1.5133759
-0.85983753,-2.4814887,1.2973744
-1.4899354,-0.9080801,1.2901156
1.1720147,-0.030778885,1.4948355
-0.3305514,4.447815,1.6342826
-0.42545033,-1.6953635,1.4435588
0.9347832,-3.7293954,1.2636842
-1.0725092,2.9455142,3.499873
0.63771224,4.6993723,2.328321
1.1195815,1.8806038,2.643479
1.3298948,3.5736694,6.3267407
0.5134702,-3.281504,1.3663412
1.2464895,4.183875,6.5058823
0.6692815,-4.2862506,1.2937982
-0.432469,4.779993,1.7825317
-1.2324514,0.11745262,1.5465635
-1.0902926,1.5705209,2.2994258
0.751323,-2.6484795,1.3148633
-0.6972356,-4.705708,1.2813525
-1.4069521,-2.5590909,1.2545639
-0.1308657,0.91034174,1.507563
-0.7777569,-0.66040707,1.4280757
-1.1612678,2.3952904,3.359802
0.9938071,-4.3833437,1.256521
-0.4562528,0.06578207,1.5071367
-0.20584667,-4.3275313,1.4661356
-0.0039303303,-1.9131212,1.5040709
0.014510751,3.9774876,1.5042635
-1.0678914,-1.241879,1.3197879
-1.1252644,4.4918556,5.699464
-0.5736269,-4.1373405,1.323436
-0.18173456,-1.3456643,1.4943702
-0.3737824,-1.3268871,1.4657489
0.3002107,1.0975037,1.5269192
0.67740774,0.2691388,1.5328707
0.06632829,-2.6267667,1.5015209
-0.65974367,-3.7792122,1.3064454
-0.61795324,-4.237501,1.3078634
0.69111824,-3.9326966,1.2955021
0.6543796,2.9546018,1.9521469
0.15653467,3.6603317,1.5247152
-0.12645984,3.6927547,1.5175054
0.25820696,-0.22309971,1.5007911
0.27265644,4.0457687,1.5791636
-0.37480068,2.2416615,1.5831187
-0.65101326,1.5933437,1.6982908
-0.052892447,0.9672508,1.5046793
-0.4850968,-0.29651737,1.4889868
0.034645915,-0.8529997,1.50385
-0.98516876,0.47056866,1.6250901
